ID ,Species,Female,Male,Nymphs,Larval,Date,Total Ticks,County ,State,,,,,,
298,Ixodes scapularis,1,0,0,0,October 2017,1,Passaic,NJ,,,,,,
301,Ixodes scapularis,2,0,0,0,October 2017,2,Passaic,NJ,,,,,,
305,Ixodes scapularis,2,1,0,0,October 2017,3,Passaic,NJ,,,,,,
9,Ixodes scapularis,8,0,0,0,October 2017,8,Sussex,NJ,,,,,,
10,Ixodes scapularis,10,0,0,0,October 2017,10,Sussex,NJ,,,,,,
15,Ixodes scapularis,13,0,0,0,October 2017,13,Sussex,NJ,,,,,,
32,Ixodes scapularis,8,2,0,0,October 2017,10,Sussex,NJ,,,,,,
55,Ixodes scapularis,4,0,0,0,October 2017,4,Sussex,NJ,,,,,,
63,Ixodes scapularis,8,3,0,0,October 2017,11,Sussex,NJ,,,,,,
64,Ixodes scapularis,5,1,0,0,October 2017,6,Sussex,NJ,,,,,,
66,Ixodes scapularis,10,8,0,0,October 2017,18,Sussex,NJ,,,,,,
67,Ixodes scapularis,2,2,0,0,October 2017,4,Sussex,NJ,,,,,,
68,Ixodes scapularis,0,1,0,0,October 2017,1,Sussex,NJ,,,,,,
252,Ixodes scapularis,2,0,0,0,October 2017,2,Sussex,NJ,,,,,,
256,Ixodes scapularis,3,0,0,0,October 2017,3,Sussex,NJ,,,,,,
259,Ixodes scapularis,4,3,0,0,October 2017,7,Sussex,NJ,,,,,,
291,Ixodes scapularis,1,0,0,0,October 2017,1,Sussex,NJ,,,,,,
302,Ixodes scapularis,3,1,0,0,October 2017,4,Sussex,NJ,,,,,,
306,Ixodes scapularis,2,0,0,0,October 2017,2,Sussex,NJ,,,,,,
605,Ixodes scapularis,5,1,0,0,October 2017,6,Sussex,NJ,,,,,,
606,Ixodes scapularis,19,0,0,0,October 2017,19,Sussex,NJ,,,,,,
607,Ixodes scapularis,7,3,0,0,October 2017,10,Sussex,NJ,,,,,,
608,Ixodes scapularis,15,3,0,0,October 2017,18,Sussex,NJ,,,,,,
609,Ixodes scapularis,8,2,0,0,October 2017,10,Sussex,NJ,,,,,,
6,Ixodes scapularis,32,3,0,0,October 2017,35,Warren,NJ,,,,,,
41,Ixodes scapularis,4,1,0,0,October 2017,5,Warren,NJ,,,,,,
69,Ixodes scapularis,2,1,0,0,October 2017,3,Warren,NJ,,,,,,
294,Ixodes scapularis,1,0,0,0,October 2017,1,Warren,NJ,,,,,,
295,Ixodes scapularis,4,3,0,0,October 2017,7,Warren,NJ,,,,,,
9468/9675,Dermacentor variabilis,3,0,0,0,June 2018,3,Warren,NJ,,,,,,
8814/8878,Ixodes scapularis,1,0,0,,,,,,,,,,,
8814/8878,Dermacentor variabilis,3,1,0,0,June 2018,5,Warren,NJ,,,,,,
9473/9474,Dermacentor variabilis,5,3,0,0,June 2018,14,Warren,NJ,,,,,,
9473/9474,Ixodes scapularis,5,1,0,,,,,,,,,,,
6573/8875,Ixodes scapularis,5,1,0,,,,,,,,,,,
6573/8875,Dermacentor variabilis,9,4,0,0,June 2018,17,Warren,NJ,,,,,,
8844/9475,Amblyomma americanum,0,1,0,,,,,,,,,,,
8844/9475,Ixodes scapularis,10,5,3,,,,,,,,,,,
8844/9475,Dermacentor variabilis,2,6,0,0,June 2018,37,Warren,NJ,,,,,,
9848/9698/9550,Ixodes scapularis,10,3,0,,,,,,,,,,,
9848/9698/9550,Dermacentor variabilis,6,6,0,0,June 2018,25,Warren,NJ,,,,,,
9273/9223,Ixodes scapularis,3,1,0,,,,,,,,,,,
9273/9223,Dermacentor variabilis,6,4,0,0,June 2018,14,Warren,NJ,,,,,,
7900/9850,Ixodes scapularis,3,5,1,,,,,,,,,,,
7900/9850,Dermacentor variabilis,4,5,0,0,June 2018,17,Warren,NJ,,,,,,
10202/10203,Dermacentor variabilis,3,4,0,,,,,,,,,,,
10202/10203,Amblyomma americanum,1,0,0,,,,,,,,,,,
10202/10203,Ixodes scapularis,3,1,0,0,June 2018,11,Warren,NJ,,,,,,
10204/10205,Ixodes scapularis,3,0,0,,,,,,,,,,,
10204/10205,Dermacentor variabilis,1,4,0,0,June 2018,8,Warren,NJ,,,,,,
9194,Ixodes scapularis,1,0,1,,,,,,,,,,,
9194,Dermacentor variabilis,8,3,0,0,June 2018,13,Sussex,NJ,,,,,,
10004/10005,Ixodes scapularis,1,0,0,,,,,,,,,,,
10004/10005,Dermacentor variabilis,5,5,0,0,June 2018,6,Sussex,NJ,,,,,,
10003,Ixodes scapularis,3,1,0,,,,,,,,,,,
10003,Dermacentor variabilis,16,5,0,0,June 2018,25,Sussex,NJ,,,,,,
9149,Dermacentor variabilis,7,4,0,,,,,,,,,,,
9149,Ixodes scapularis,0,0,1,0,June 2018,12,Sussex,NJ,,,,,,
9776,Ixodes scapularis,1,0,0,,,,,,,,,,,
9776,Dermacentor variabilis,9,1,0,0,June 2018,11,Sussex,NJ,,,,,,
100041,Ixodes scapularis,1,1,0,,,,,,,,,,,
100041,Dermacentor variabilis,35,12,0,0,June 2018,49,Sussex,NJ,,,,,,
9780/9781,Dermacentor variabilis,8,0,0,0,June 2018,8,Sussex,NJ,,,,,,
9778/9779,Ixodes scapularis,1,0,0,,,,,,,,,,,
9778/9779,Dermacentor variabilis,9,0,0,0,June 2018,10,Sussex,NJ,,,,,,
9290,Dermacentor variabilis,3,2,0,0,June 2018,5,Sussex,NJ,,,,,,
9198/9199,Ixodes scapularis,1,1,0,,,,,,,,,,,
9198/9199,Dermacentor variabilis,4,2,0,0,June 2018,8,Sussex,NJ,,,,,,
19,Ixodes scapularis,2,0,0,,,,,,,,,,,
19,Dermacentor variabilis,5,4,0,0,June 2018,11,Sussex,NJ,,,,,,
9168,Dermacentor variabilis,1,0,0,0,August 2017,1,Sussex,NJ,,,,,,
9488/89,Dermacentor variabilis,3,7,0,0,August 2017,10,Warren,NJ,,,,,,
9842/9590,Dermacentor variabilis,3,7,0,0,August 2017,10,Warren,NJ,,,,,,
9703/04,Dermacentor variabilis,1,1,0,0,August 2017,2,Warren,NJ,,,,,,
9484/85,Dermacentor variabilis,1,1,0,0,August 2017,2,Warren,NJ,,,,,,
6572/7402,Dermacentor variabilis,2,0,0,0,August 2017,2,Warren,NJ,,,,,,
6572/7402,Ixodes scapularis,1,0,0,0,August 2017,1,Warren,NJ,,,,,,
9426/27,Dermacentor variabilis,4,4,0,0,August 2017,8,Warren,NJ,,,,,,
9490/91,Dermacentor variabilis,0,1,0,0,August 2017,1,Warren,NJ,,,,,,
9469/70,Dermacentor variabilis,10,7,0,0,August 2017,17,Warren,NJ,,,,,,
9224/25,Dermacentor variabilis,0,2,0,0,August 2017,2,Warren,NJ,,,,,,
9224/25,Ixodes scapularis,0,0,1,0,August 2017,1,Warren,NJ,,,,,,
1020/21,Dermacentor variabilis,1,1,0,0,August 2017,2,Warren,NJ,,,,,,
9405/06,Dermacentor variabilis,9,7,0,0,August 2017,16,Warren,NJ,,,,,,
9405/06,Ixodes scapularis,1,0,1,0,August 2017,2,Warren,NJ,,,,,,
9413/14,Ixodes scapularis,0,1,3,1,August 2017,5,Warren,NJ,,,,,,
38,Ixodes scapualris,1,0,0,0,October 2017,1,Monroe ,PA,,,,,,
37,Ixodes scapualris,3,2,0,0,October 2017,5,Monroe ,PA,,,,,,
44,Ixodes scapualris,3,1,0,0,October 2017,4,Monroe ,PA,,,,,,
43,Ixodes scapualris,1,0,0,0,October 2017,1,Pike,PA,,,,,,
55,Ixodes scapualris,1,1,0,0,October 2017,2,Pike ,PA,,,,,,
14,Ixodes scapualris,0,1,0,0,Novemeber 2018,1,Monroe,PA,,,,,,
51660,Ixodes scapualris,1,0,0,0,April 2018,1,Potter,PA,,,,,,
51234,Ixodes scapualris,7,7,0,0,May 2018,14,Clinton ,PA,,,,,,
51949,Ixodes scapualris,2,4,0,0,May 2018,6,Clinton ,PA,,,,,,
51942,Ixodes scapualris,1,1,0,0,May 2018,2,Clinton ,PA,,,,,,
51486,Ixodes scapualris,8,7,0,1,May 2018,15,Clinton ,PA,,,,,,
33168,Ixodes scapualris,2,0,0,0,May 2018,2,Clinton ,PA,,,,,,
33168,Ixodes scapualris,3,2,0,0,May 2018,5,Clinton ,PA,,,,,,
51032,Ixodes scapualris,7,10,0,0,May 2018,17,Clinton ,PA,,,,,,
41630,Ixodes scapualris,7,6,0,0,May 2018,13,Tioga,PA,,,,,,
35017,Ixodes scapualris,2,1,16,1,May 2018,19,Clinton ,PA,,,,,,
52026,Ixodes scapualris,1,0,9,0,May 2018,10,Centre ,PA,,,,,,
41632,Dirt ,0,0,0,0,May 2018,0,Tioga ,PA,,,,,,
51172,Ixodes scapualris,3,0,0,0,May 2018,3,Clinton ,PA,,,,,,
51039,Ixodes scapualris,17,13,0,0,June 2018,30,Clinton ,PA,,,,,,
27516,Ixodes scapualris,14,11,1,1,June 2018,26,Clinton ,PA,,,,,,
41638,Ixodes scapualris,6,4,0,0,June 2018,10,Tioga ,PA,,,,,,
35414,Ixodes scapualris,4,2,0,0,June 2018,6,Clinton,PA,,,,,,
51047,Ixodes scapualris,1,1,0,0,June 2018,2,Clinton,PA,,,,,,
51049,Ixodes scapualris,2,1,0,0,June 2018,3,Clinton,PA,,,,,,
33142,Ixodes scapualris,4,3,0,0,June 2018,7,Clinton,PA,,,,,,
52028,Ixodes scapualris,5,0,0,0,June 2018,5,Clinton ,PA,,,,,,
52030,Ixodes scapualris,1,0,0,0,June 2018,1,Lycoming ,PA,,,,,,
48076,Ixodes scapualris,2,0,1,0,June 2018,3,Lycoming ,PA,,,,,,
41688,Ixodes scapualris,0,0,1,0,June 2018,1,Potter ,PA,,,,,,
51357,Ixodes scapualris,2,0,1,0,June 2018,3,Potter ,PA,,,,,,
23095,Ixodes scapualris,0,0,1,1,June 2018,1,Lycoming ,PA,,,,,,
41479,Ixodes scapualris,2,0,7,0,June 2018,9,Lycoming ,PA,,,,,,
27518,Ixodes scapualris,3,0,0,0,July 2018,3,Clinton ,PA,,,,,,
36361,Ixodes scapualris,0,0,2,3,July 2018,2,Clinton ,PA,,,,,,
51366,Ixodes scapualris,0,0,4,1,August 2018,4,Cleafrield,PA,,,,,,
51372,Ixodes scapualris,0,0,0,0,August 2018,0,Clinton,PA,,,,,,
51370,Ixodes scapualris,5,0,3,14,August 2018,8,Clinton,PA,,,,,,
51636,Ixodes scapualris,1,0,0,0,August 2018,1,Clinton,PA,,,,,,
51100,Ixodes scapualris,2,0,1,0,August 2018,3,Clinton,PA,,,,,,
35918,Ixodes scapualris,2,0,2,0,August 2018,4,Clinton,PA,,,,,,
35676,Ixodes scapualris,10,2,0,0,August 2018,12,Clinton,PA,,,,,,
35998,Ixodes scapualris,5,10,0,0,August 2018,15,Clinton,PA,,,,,,
51032,Ixodes scapualris,0,0,0,1,May 2018,0,Clinton,PA,,,,,,
48076,Dermacentor variabilis,0,1,1,0,June 2018,2,Lycoming ,PA,,,,,,
33168,flea,0,0,0,0,May 2018,0,Clinton ,PA,,,,,,
51034,Ixodes scapualris,16,4,0,0,May 2018,20,Clinto ,PA,,,,,,
51036,Ixodes scapualris,15,9,0,0,May 2018,24,Clinton ,PA,,,,,,
52032,Dermacentor variabilis,5,7,0,0,June 2018,12,Lycoming ,PA,,,,,,
35017,Ixodes scapularis,12,15,0,0,May 2018,27,Clinton ,PA,,,,,,
1804208,Ixodes scapularis,15,7,0,0,Novemeber 2018,22,Clinton,PA,,,,,,
1804200,Ixodes scapularis,2,1,0,0,Novemeber 2018,3,Lycoming,PA,,,,,,
4804201,Ixodes scapularis,0,2,0,0,Novemeber 2018,2,Centre,PA,,,,,,
1804202,Ixodes scapularis,2,3,0,0,Novemeber 2018,5,Clinton,PA,,,,,,
1804203,Ixodes scapularis,22,22,0,0,Novemeber 2018,44,Lycoming,PA,,,,,,
1804204,Ixodes scapularis,1,0,0,0,Novemeber 2018,1,Clinton,PA,,,,,,
184207,Ixodes scapularis,3,0,0,0,Novemeber 2018,3,Lycoming ,PA,,,,,,
184209,Ixodes scapularis,7,2,0,0,Novemeber 2018,9,Clinton ,PA,,,,,,
1803378,Ixodes scapularis,1,0,0,0,Novemeber 2018,1,Clearfiled ,PA,,,,,,
1803379,Ixodes scapularis,1,2,0,0,Novemeber 2018,3,Clearfiled ,PA,,,,,,
1803380,Ixodes scapularis,0,1,0,0,Novemeber 2018,1,Clearfiled ,PA,,,,,,
1803384,Ixodes scapularis,1,0,0,0,Novemeber 2018,1,Clearfiled ,PA,,,,,,
1803388,Ixodes scapularis,1,5,0,0,Novemeber 2018,6,Clearfiled ,PA,,,,,,
1803390,Ixodes scapularis,0,3,0,0,Novemeber 2018,3,Clearfiled ,PA,,,,,,
1804278,Ixodes scapularis,1,1,0,0,Novemeber 2018,2,Lycoming,PA,,,,,,
1804281,Ixodes scapularis,1,1,0,0,Novemeber 2018,2,Lycoming,PA,,,,,,
1804282,Ixodes scapularis,0,1,0,0,Novemeber 2018,1,Huntingdon,PA,,,,,,
1810780,Ixodes scapularis,1,1,0,0,Novemeber 2018,2,Lycoming,PA,,,,,,
1810783,Ixodes scapularis,0,0,0,0,Novemeber 2018,0,Lycoming,PA,,,,,,
1810784,Ixodes scapularis,0,1,0,0,Novemeber 2018,1,Lycoming,PA,,,,,,
1810787,Ixodes scapularis,0,1,0,0,Novemeber 2018,1,Lycoming,PA,,,,,,
1805548,Ixodes scapularis,2,1,0,0,Novemeber 2018,3,Huntingdon,PA,,,,,,
1805549,Ixodes scapularis,1,0,0,0,Novemeber 2018,1,Huntingdon,PA,,,,,,
1805570,Ixodes scapularis,4,0,0,0,December 2018,4,Huntingdon,PA,,,,,,
1805571,Ixodes scapularis,8,6,0,0,December 2018,14,Huntingdon,PA,,,,,,
1805574,Ixodes scapularis,13,0,0,0,December 2018,13,Huntingdon,PA,,,,,,
1805576,Ixodes scapularis,2,0,0,0,December 2018,2,Huntingdon,PA,,,,,,
1805577,Ixodes scapularis,3,1,0,0,December 2018,4,Huntingdon,PA,,,,,,
1805583,Ixodes scapularis,1,0,0,0,December 2018,1,Huntingdon,PA,,,,,,
1810801,Ixodes scapularis,1,0,0,0,December 2018,1,Lycoming,PA,,,,,,
1804949,Ixodes scapularis,0,2,0,0,December 2018,2,Potter,PA,,,,,,
1804950,Ixodes scapularis,0,3,0,0,December 2018,3,Potter,PA,,,,,,
1802537,Ixodes scapularis,1,1,0,0,December 2018,2,Tioga,PA,,,,,,
10202,Amblyomma americanum,1,0,0,0,June 2018,1,,NJ,,,,,,
52080,Dermacentor variabilis,1,0,0,0,June 2018,1,,NJ,,,,,,
52080,Amblyomma americanum,1,0,0,0,June 2018,1,,NJ,,,,,,
7900,Ixodes cookei ,1,0,0,0,August 2018,1,Sussex,NJ,,,,,,
105,Ixodes cookei ,1,0,0,0,August 2017,1,Warren,NJ,,,,,,